,gH2AX_foci,pRPA_foci,RAD51_foci
U54-TMA-9_sceneH02_cell15527.0,,,0.0
U54-TMA-9_sceneH02_cell15535.0,,,0.0
U54-TMA-9_sceneH02_cell15557.0,,,0.0
U54-TMA-9_sceneH02_cell15559.0,,1.0,
U54-TMA-9_sceneH02_cell15569.0,,,0.0
U54-TMA-9_sceneH02_cell15575.0,,,0.0
U54-TMA-9_sceneH02_cell15591.0,,0.0,
U54-TMA-9_sceneH02_cell15599.0,,0.0,
U54-TMA-9_sceneH02_cell15605.0,,,0.0
U54-TMA-9_sceneH02_cell15610.0,,,0.0
U54-TMA-9_sceneH02_cell15629.0,,,0.0
U54-TMA-9_sceneH02_cell15630.0,,,0.0
U54-TMA-9_sceneH02_cell15646.0,,,0.0
U54-TMA-9_sceneH02_cell15656.0,,0.0,
U54-TMA-9_sceneH02_cell15666.0,,,0.0
U54-TMA-9_sceneH02_cell15701.0,,,0.0
U54-TMA-9_sceneH02_cell15726.0,,,0.0
U54-TMA-9_sceneH02_cell15738.0,,,0.0
U54-TMA-9_sceneH02_cell15751.0,,,0.0
U54-TMA-9_sceneH02_cell15763.0,,,0.0
U54-TMA-9_sceneH02_cell15768.0,,,0.0
U54-TMA-9_sceneH02_cell15785.0,,,0.0
U54-TMA-9_sceneH02_cell15793.0,,,0.0
U54-TMA-9_sceneH02_cell15817.0,,,0.0
U54-TMA-9_sceneH02_cell15823.0,,,0.0
U54-TMA-9_sceneH02_cell15834.0,,,0.0
U54-TMA-9_sceneH02_cell15875.0,,0.0,
U54-TMA-9_sceneH02_cell15900.0,,,0.0
U54-TMA-9_sceneH02_cell15925.0,,,0.0
U54-TMA-9_sceneH02_cell15937.0,,,0.0
U54-TMA-9_sceneH02_cell15938.0,,,0.0
U54-TMA-9_sceneH02_cell15959.0,,,0.0
U54-TMA-9_sceneH02_cell15968.0,,,0.0
U54-TMA-9_sceneH02_cell15983.0,,,0.0
U54-TMA-9_sceneH02_cell15988.0,,,0.0
U54-TMA-9_sceneH02_cell15996.0,,,0.0
U54-TMA-9_sceneH02_cell16001.0,,,0.0
U54-TMA-9_sceneH02_cell16010.0,,,0.0
U54-TMA-9_sceneH02_cell16016.0,,,0.0
U54-TMA-9_sceneH02_cell16038.0,,,0.0
U54-TMA-9_sceneH02_cell16050.0,,,0.0
U54-TMA-9_sceneH02_cell16066.0,,0.0,
U54-TMA-9_sceneH02_cell16074.0,,0.0,
U54-TMA-9_sceneH02_cell16084.0,,,0.0
U54-TMA-9_sceneH02_cell16089.0,,,0.0
U54-TMA-9_sceneH02_cell16099.0,,,0.0
U54-TMA-9_sceneH02_cell16102.0,,,0.0
U54-TMA-9_sceneH02_cell16109.0,,,0.0
U54-TMA-9_sceneH02_cell16112.0,,,0.0
U54-TMA-9_sceneH02_cell16115.0,,,0.0
U54-TMA-9_sceneH02_cell16146.0,,,0.0
U54-TMA-9_sceneH02_cell16167.0,,,0.0
U54-TMA-9_sceneH02_cell16226.0,,,0.0
U54-TMA-9_sceneH02_cell16249.0,,,0.0
U54-TMA-9_sceneH02_cell16268.0,,,0.0
U54-TMA-9_sceneH02_cell16287.0,,,0.0
U54-TMA-9_sceneH02_cell16300.0,,,0.0
U54-TMA-9_sceneH02_cell16307.0,,,0.0
U54-TMA-9_sceneH02_cell16308.0,,,0.0
U54-TMA-9_sceneH02_cell16327.0,,,0.0
U54-TMA-9_sceneH02_cell16331.0,,,0.0
U54-TMA-9_sceneH02_cell16335.0,,,0.0
U54-TMA-9_sceneH02_cell16342.0,,,0.0
U54-TMA-9_sceneH02_cell16343.0,,,0.0
U54-TMA-9_sceneH02_cell16351.0,,,0.0
U54-TMA-9_sceneH02_cell16360.0,,,0.0
U54-TMA-9_sceneH02_cell16373.0,,,0.0
U54-TMA-9_sceneH02_cell16377.0,,,0.0
U54-TMA-9_sceneH02_cell16378.0,,,0.0
U54-TMA-9_sceneH02_cell16384.0,,,0.0
U54-TMA-9_sceneH02_cell16390.0,,,0.0
U54-TMA-9_sceneH02_cell16401.0,,,0.0
U54-TMA-9_sceneH02_cell16414.0,,,0.0
U54-TMA-9_sceneH02_cell16417.0,,0.0,
U54-TMA-9_sceneH02_cell16420.0,,,0.0
U54-TMA-9_sceneH02_cell16421.0,,,0.0
U54-TMA-9_sceneH02_cell16424.0,,,0.0
U54-TMA-9_sceneH02_cell16427.0,,,0.0
U54-TMA-9_sceneH02_cell16456.0,,,0.0
U54-TMA-9_sceneH02_cell16457.0,,0.0,
U54-TMA-9_sceneH02_cell16461.0,,,0.0
U54-TMA-9_sceneH02_cell16472.0,,,0.0
U54-TMA-9_sceneH02_cell16473.0,,,0.0
U54-TMA-9_sceneH02_cell16487.0,,,0.0
U54-TMA-9_sceneH02_cell16492.0,,,0.0
U54-TMA-9_sceneH02_cell16500.0,,,0.0
U54-TMA-9_sceneH02_cell16502.0,,,0.0
U54-TMA-9_sceneH02_cell16507.0,,,0.0
U54-TMA-9_sceneH02_cell16512.0,,,0.0
U54-TMA-9_sceneH02_cell16526.0,,,0.0
U54-TMA-9_sceneH02_cell16550.0,,,0.0
U54-TMA-9_sceneH02_cell16557.0,,,0.0
U54-TMA-9_sceneH02_cell16571.0,,0.0,
U54-TMA-9_sceneH02_cell16583.0,,,0.0
U54-TMA-9_sceneH02_cell16591.0,,,0.0
U54-TMA-9_sceneH02_cell16598.0,,,0.0
U54-TMA-9_sceneH02_cell16599.0,,,0.0
U54-TMA-9_sceneH02_cell16604.0,,,0.0
U54-TMA-9_sceneH02_cell16605.0,,,0.0
U54-TMA-9_sceneH02_cell16607.0,,,0.0
U54-TMA-9_sceneH02_cell16624.0,,0.0,
U54-TMA-9_sceneH02_cell16625.0,,,0.0
U54-TMA-9_sceneH02_cell16632.0,,,0.0
U54-TMA-9_sceneH02_cell16634.0,,,0.0
U54-TMA-9_sceneH02_cell16657.0,,,0.0
U54-TMA-9_sceneH02_cell16670.0,,,0.0
U54-TMA-9_sceneH02_cell16677.0,,0.0,
U54-TMA-9_sceneH02_cell16678.0,,,0.0
U54-TMA-9_sceneH02_cell16721.0,,,0.0
U54-TMA-9_sceneH02_cell16737.0,,0.0,
U54-TMA-9_sceneH02_cell16742.0,,,0.0
U54-TMA-9_sceneH02_cell16750.0,,,0.0
U54-TMA-9_sceneH02_cell16758.0,,,0.0
U54-TMA-9_sceneH02_cell16760.0,,,0.0
U54-TMA-9_sceneH02_cell16779.0,,,0.0
U54-TMA-9_sceneH02_cell16781.0,,0.0,
U54-TMA-9_sceneH02_cell16782.0,,,0.0
U54-TMA-9_sceneH02_cell16792.0,,,0.0
U54-TMA-9_sceneH02_cell16806.0,,,0.0
U54-TMA-9_sceneH02_cell16830.0,,,0.0
U54-TMA-9_sceneH02_cell16835.0,,,0.0
U54-TMA-9_sceneH02_cell16853.0,,,0.0
U54-TMA-9_sceneH02_cell16872.0,,,0.0
U54-TMA-9_sceneH02_cell16886.0,,0.0,
U54-TMA-9_sceneH02_cell16893.0,,,0.0
U54-TMA-9_sceneH02_cell16906.0,,,0.0
U54-TMA-9_sceneH02_cell16917.0,,,0.0
U54-TMA-9_sceneH02_cell16929.0,,,0.0
U54-TMA-9_sceneH02_cell16936.0,,0.0,
U54-TMA-9_sceneH02_cell16946.0,,,0.0
U54-TMA-9_sceneH02_cell16947.0,,,0.0
U54-TMA-9_sceneH02_cell16958.0,,,0.0
U54-TMA-9_sceneH02_cell16960.0,,,0.0
U54-TMA-9_sceneH02_cell16990.0,,,0.0
U54-TMA-9_sceneH02_cell16991.0,,,0.0
U54-TMA-9_sceneH02_cell16994.0,,,0.0
U54-TMA-9_sceneH02_cell17014.0,,,0.0
U54-TMA-9_sceneH02_cell17024.0,,,0.0
U54-TMA-9_sceneH02_cell17099.0,,,1.0
U54-TMA-9_sceneH02_cell17101.0,,,1.0
U54-TMA-9_sceneH02_cell17129.0,,,0.0
U54-TMA-9_sceneH02_cell17138.0,,0.0,
U54-TMA-9_sceneH02_cell17147.0,,0.0,
U54-TMA-9_sceneH02_cell17155.0,,,0.0
U54-TMA-9_sceneH02_cell17180.0,,,0.0
U54-TMA-9_sceneH02_cell17181.0,,,0.0
U54-TMA-9_sceneH02_cell17186.0,,,0.0
U54-TMA-9_sceneH02_cell17197.0,,,0.0
U54-TMA-9_sceneH03_cell450.0,1.0,,
U54-TMA-9_sceneH03_cell1177.0,,0.0,
U54-TMA-9_sceneH03_cell1188.0,,,0.0
U54-TMA-9_sceneH03_cell1818.0,,0.0,
U54-TMA-9_sceneH03_cell2000.0,,0.0,
U54-TMA-9_sceneH03_cell2012.0,,0.0,
U54-TMA-9_sceneH03_cell2146.0,,,0.0
U54-TMA-9_sceneH03_cell2154.0,,0.0,
U54-TMA-9_sceneH03_cell2372.0,1.0,,
U54-TMA-9_sceneH03_cell2444.0,,,0.0
U54-TMA-9_sceneH03_cell2448.0,,,0.0
U54-TMA-9_sceneH03_cell2506.0,,,0.0
U54-TMA-9_sceneH03_cell2519.0,,,0.0
U54-TMA-9_sceneH03_cell2544.0,,,0.0
U54-TMA-9_sceneH03_cell2550.0,,0.0,
U54-TMA-9_sceneH03_cell2590.0,,0.0,
U54-TMA-9_sceneH03_cell2668.0,,0.0,
U54-TMA-9_sceneH03_cell2681.0,,0.0,
U54-TMA-9_sceneH03_cell2686.0,,0.0,
U54-TMA-9_sceneH03_cell2714.0,,0.0,
U54-TMA-9_sceneH03_cell2717.0,,0.0,
U54-TMA-9_sceneH03_cell2729.0,,0.0,
U54-TMA-9_sceneH03_cell2732.0,,0.0,
U54-TMA-9_sceneH03_cell2737.0,,0.0,
U54-TMA-9_sceneH03_cell2760.0,,0.0,
U54-TMA-9_sceneH03_cell2812.0,,2.0,
U54-TMA-9_sceneH03_cell2966.0,,0.0,
U54-TMA-9_sceneH03_cell3221.0,,1.0,
U54-TMA-9_sceneH03_cell3265.0,,0.0,
U54-TMA-9_sceneH03_cell3345.0,,0.0,
U54-TMA-9_sceneH03_cell3403.0,,0.0,
U54-TMA-9_sceneH03_cell3516.0,,1.0,
U54-TMA-9_sceneH03_cell3545.0,,0.0,
U54-TMA-9_sceneH03_cell3565.0,,0.0,
U54-TMA-9_sceneH03_cell3570.0,,0.0,
U54-TMA-9_sceneH03_cell3577.0,,0.0,
U54-TMA-9_sceneH03_cell3581.0,,1.0,
U54-TMA-9_sceneH03_cell3589.0,,0.0,
U54-TMA-9_sceneH03_cell3686.0,,0.0,
U54-TMA-9_sceneH03_cell3694.0,,1.0,
U54-TMA-9_sceneH03_cell3726.0,,1.0,
U54-TMA-9_sceneH03_cell3734.0,,1.0,
U54-TMA-9_sceneH03_cell3735.0,,0.0,
U54-TMA-9_sceneH03_cell3739.0,,,0.0
U54-TMA-9_sceneH03_cell3750.0,,0.0,
U54-TMA-9_sceneH03_cell3777.0,,0.0,
U54-TMA-9_sceneH03_cell3809.0,,0.0,
U54-TMA-9_sceneH03_cell3841.0,,0.0,
U54-TMA-9_sceneH03_cell3853.0,,1.0,
U54-TMA-9_sceneH03_cell3870.0,,0.0,
U54-TMA-9_sceneH03_cell3874.0,,0.0,0.0
U54-TMA-9_sceneH03_cell3891.0,,0.0,
U54-TMA-9_sceneH03_cell3924.0,,0.0,
U54-TMA-9_sceneH03_cell3927.0,,,0.0
U54-TMA-9_sceneH03_cell4028.0,,0.0,
U54-TMA-9_sceneH03_cell4080.0,,0.0,
U54-TMA-9_sceneH03_cell4143.0,,0.0,
U54-TMA-9_sceneH03_cell4200.0,,0.0,
U54-TMA-9_sceneH03_cell4222.0,,0.0,
U54-TMA-9_sceneH03_cell4251.0,,0.0,
U54-TMA-9_sceneH03_cell4274.0,,0.0,
U54-TMA-9_sceneH03_cell4285.0,,0.0,
U54-TMA-9_sceneH03_cell4317.0,2.0,,
U54-TMA-9_sceneH03_cell4331.0,3.0,,
U54-TMA-9_sceneH03_cell4401.0,,1.0,
U54-TMA-9_sceneH03_cell4402.0,,1.0,
U54-TMA-9_sceneH03_cell4407.0,,0.0,
U54-TMA-9_sceneH03_cell4434.0,,0.0,
U54-TMA-9_sceneH03_cell4491.0,,0.0,
U54-TMA-9_sceneH03_cell4701.0,,0.0,
U54-TMA-9_sceneH03_cell4715.0,,0.0,
U54-TMA-9_sceneH03_cell4888.0,,,1.0
U54-TMA-9_sceneH03_cell4942.0,,,0.0
U54-TMA-9_sceneH03_cell5003.0,3.0,,
U54-TMA-9_sceneH03_cell5040.0,2.0,,
U54-TMA-9_sceneH03_cell5059.0,,,0.0
U54-TMA-9_sceneH03_cell5070.0,,,0.0
U54-TMA-9_sceneH03_cell5080.0,,,0.0
U54-TMA-9_sceneH03_cell5127.0,1.0,,
U54-TMA-9_sceneH03_cell5238.0,,0.0,
U54-TMA-9_sceneH03_cell5247.0,,0.0,
U54-TMA-9_sceneH03_cell5333.0,,0.0,
U54-TMA-9_sceneH03_cell5341.0,,0.0,
U54-TMA-9_sceneH03_cell5362.0,,0.0,
U54-TMA-9_sceneH06_cell431.0,,0.0,
U54-TMA-9_sceneH06_cell1068.0,,0.0,
U54-TMA-9_sceneH06_cell1353.0,,1.0,
U54-TMA-9_sceneH06_cell1662.0,,0.0,
U54-TMA-9_sceneH06_cell1717.0,,0.0,
U54-TMA-9_sceneH06_cell1732.0,,0.0,
U54-TMA-9_sceneH06_cell1784.0,,0.0,
U54-TMA-9_sceneH06_cell1824.0,,0.0,
U54-TMA-9_sceneH06_cell2108.0,,0.0,
U54-TMA-9_sceneH06_cell2151.0,,0.0,
U54-TMA-9_sceneH06_cell2198.0,1.0,,
U54-TMA-9_sceneH06_cell2305.0,,0.0,
U54-TMA-9_sceneH06_cell2312.0,1.0,,
U54-TMA-9_sceneH06_cell2382.0,,0.0,
U54-TMA-9_sceneH06_cell2638.0,,0.0,
U54-TMA-9_sceneH06_cell2727.0,,0.0,
U54-TMA-9_sceneH06_cell2917.0,,0.0,
U54-TMA-9_sceneH06_cell2926.0,,0.0,
U54-TMA-9_sceneH06_cell3024.0,,0.0,
U54-TMA-9_sceneH06_cell3254.0,,0.0,
U54-TMA-9_sceneH06_cell3256.0,2.0,,
U54-TMA-9_sceneH06_cell3515.0,,,0.0
U54-TMA-9_sceneH06_cell3936.0,,0.0,
U54-TMA-9_sceneH06_cell4525.0,1.0,1.0,
U54-TMA-9_sceneH06_cell4693.0,1.0,,
U54-TMA-9_sceneH06_cell4767.0,,0.0,
U54-TMA-9_sceneH06_cell4997.0,,0.0,
U54-TMA-9_sceneH06_cell5298.0,,0.0,
U54-TMA-9_sceneH06_cell5519.0,,0.0,
U54-TMA-9_sceneH06_cell5547.0,,0.0,
U54-TMA-9_sceneH06_cell5572.0,,,0.0
U54-TMA-9_sceneH06_cell5642.0,,2.0,
U54-TMA-9_sceneH06_cell5657.0,,1.0,
U54-TMA-9_sceneH06_cell5803.0,,0.0,
U54-TMA-9_sceneH06_cell5838.0,,0.0,
U54-TMA-9_sceneH06_cell5894.0,,0.0,
U54-TMA-9_sceneH06_cell5943.0,,0.0,
U54-TMA-9_sceneH06_cell5952.0,,,0.0
U54-TMA-9_sceneH06_cell6072.0,,0.0,
U54-TMA-9_sceneH06_cell6073.0,,0.0,
U54-TMA-9_sceneH06_cell6097.0,,0.0,
U54-TMA-9_sceneH06_cell6116.0,,0.0,
U54-TMA-9_sceneH06_cell6151.0,,0.0,
U54-TMA-9_sceneH06_cell6165.0,,0.0,
U54-TMA-9_sceneH06_cell6182.0,,0.0,
U54-TMA-9_sceneH06_cell6362.0,,0.0,
U54-TMA-9_sceneH06_cell6412.0,,0.0,
U54-TMA-9_sceneH06_cell6490.0,,0.0,
U54-TMA-9_sceneH06_cell6510.0,2.0,,
U54-TMA-9_sceneH06_cell6511.0,,0.0,
U54-TMA-9_sceneH06_cell6520.0,,0.0,
U54-TMA-9_sceneH06_cell6606.0,,0.0,
U54-TMA-9_sceneH06_cell6662.0,,0.0,
U54-TMA-9_sceneH06_cell6725.0,,0.0,
U54-TMA-9_sceneH06_cell6753.0,,0.0,
U54-TMA-9_sceneH06_cell6788.0,1.0,,
U54-TMA-9_sceneH06_cell6896.0,,1.0,
U54-TMA-9_sceneH06_cell6972.0,,0.0,
U54-TMA-9_sceneH06_cell6976.0,,2.0,
U54-TMA-9_sceneH06_cell6977.0,,0.0,
U54-TMA-9_sceneH06_cell7020.0,,0.0,
U54-TMA-9_sceneH06_cell7057.0,,0.0,
U54-TMA-9_sceneH06_cell7078.0,,0.0,
U54-TMA-9_sceneH06_cell7119.0,,0.0,
U54-TMA-9_sceneH06_cell7135.0,,0.0,
U54-TMA-9_sceneH06_cell7287.0,,0.0,
U54-TMA-9_sceneH06_cell7463.0,,1.0,
U54-TMA-9_sceneH06_cell7479.0,3.0,,
U54-TMA-9_sceneH06_cell7499.0,,0.0,
U54-TMA-9_sceneH06_cell7575.0,,0.0,
U54-TMA-9_sceneH06_cell7671.0,1.0,,
U54-TMA-9_sceneH06_cell7701.0,1.0,,
U54-TMA-9_sceneH06_cell7708.0,1.0,,
U54-TMA-9_sceneH06_cell7742.0,3.0,,
U54-TMA-9_sceneH06_cell7783.0,3.0,,
U54-TMA-9_sceneH06_cell7813.0,2.0,,
U54-TMA-9_sceneH06_cell7843.0,,,0.0
U54-TMA-9_sceneH06_cell7850.0,,0.0,
U54-TMA-9_sceneH06_cell7871.0,1.0,,
U54-TMA-9_sceneH06_cell7912.0,,0.0,
U54-TMA-9_sceneH06_cell7924.0,2.0,,
U54-TMA-9_sceneH06_cell7938.0,1.0,,
U54-TMA-9_sceneH06_cell8035.0,1.0,,
U54-TMA-9_sceneH07_cell9.0,,0.0,
U54-TMA-9_sceneH07_cell85.0,,0.0,
U54-TMA-9_sceneH07_cell108.0,,0.0,
U54-TMA-9_sceneH07_cell122.0,,0.0,
U54-TMA-9_sceneH07_cell156.0,,0.0,
U54-TMA-9_sceneH07_cell210.0,,0.0,
U54-TMA-9_sceneH07_cell220.0,,0.0,
U54-TMA-9_sceneH07_cell255.0,,0.0,
U54-TMA-9_sceneH07_cell264.0,,0.0,
U54-TMA-9_sceneH07_cell272.0,,0.0,
U54-TMA-9_sceneH07_cell286.0,,2.0,
U54-TMA-9_sceneH07_cell302.0,,0.0,
U54-TMA-9_sceneH07_cell307.0,,0.0,
U54-TMA-9_sceneH07_cell351.0,,0.0,
U54-TMA-9_sceneH07_cell494.0,,0.0,
U54-TMA-9_sceneH07_cell540.0,,0.0,
U54-TMA-9_sceneH07_cell582.0,,0.0,
U54-TMA-9_sceneH07_cell617.0,,0.0,
U54-TMA-9_sceneH07_cell621.0,,0.0,
U54-TMA-9_sceneH07_cell630.0,,0.0,
U54-TMA-9_sceneH07_cell738.0,,13.0,
U54-TMA-9_sceneH07_cell880.0,1.0,,
U54-TMA-9_sceneH07_cell952.0,,0.0,
U54-TMA-9_sceneH07_cell982.0,,0.0,
U54-TMA-9_sceneH07_cell997.0,,0.0,
U54-TMA-9_sceneH07_cell1044.0,,0.0,
U54-TMA-9_sceneH07_cell1067.0,,0.0,
U54-TMA-9_sceneH07_cell1094.0,,0.0,
U54-TMA-9_sceneH07_cell1116.0,,0.0,
U54-TMA-9_sceneH07_cell1117.0,5.0,,
U54-TMA-9_sceneH07_cell1191.0,,0.0,
U54-TMA-9_sceneH07_cell1255.0,,0.0,
U54-TMA-9_sceneH07_cell1280.0,,0.0,
U54-TMA-9_sceneH07_cell1444.0,,0.0,
U54-TMA-9_sceneH07_cell1462.0,,5.0,
U54-TMA-9_sceneH07_cell1478.0,,4.0,
U54-TMA-9_sceneH07_cell1531.0,,0.0,
U54-TMA-9_sceneH07_cell1571.0,,0.0,
U54-TMA-9_sceneH07_cell1579.0,,0.0,
U54-TMA-9_sceneH07_cell1592.0,,0.0,
U54-TMA-9_sceneH07_cell1598.0,,0.0,
U54-TMA-9_sceneH07_cell1624.0,,1.0,
U54-TMA-9_sceneH07_cell1671.0,,0.0,
U54-TMA-9_sceneH07_cell1716.0,,0.0,
U54-TMA-9_sceneH07_cell1734.0,,0.0,
U54-TMA-9_sceneH07_cell1837.0,,0.0,
U54-TMA-9_sceneH07_cell1876.0,,0.0,
U54-TMA-9_sceneH07_cell2014.0,,0.0,
U54-TMA-9_sceneH07_cell2018.0,,0.0,
U54-TMA-9_sceneH07_cell2089.0,2.0,,
U54-TMA-9_sceneH07_cell2118.0,,0.0,
U54-TMA-9_sceneH07_cell2119.0,,0.0,
U54-TMA-9_sceneH07_cell2136.0,,0.0,
U54-TMA-9_sceneH07_cell2198.0,,0.0,
U54-TMA-9_sceneH07_cell2210.0,,0.0,
U54-TMA-9_sceneH07_cell2358.0,,2.0,
U54-TMA-9_sceneH07_cell2387.0,,2.0,
U54-TMA-9_sceneH07_cell2457.0,,0.0,
U54-TMA-9_sceneH07_cell2488.0,,4.0,
U54-TMA-9_sceneH07_cell2612.0,3.0,,
U54-TMA-9_sceneH07_cell2644.0,,3.0,
U54-TMA-9_sceneH07_cell2655.0,,0.0,
U54-TMA-9_sceneH07_cell2670.0,,0.0,
U54-TMA-9_sceneH07_cell2685.0,,0.0,
U54-TMA-9_sceneH07_cell2775.0,,0.0,
U54-TMA-9_sceneH07_cell2963.0,,0.0,
U54-TMA-9_sceneH07_cell3008.0,,0.0,
U54-TMA-9_sceneH07_cell3130.0,,0.0,
U54-TMA-9_sceneH07_cell3138.0,,3.0,
U54-TMA-9_sceneH07_cell3205.0,,,0.0
U54-TMA-9_sceneH07_cell3206.0,1.0,1.0,
U54-TMA-9_sceneH07_cell3218.0,1.0,4.0,
U54-TMA-9_sceneH07_cell3228.0,,0.0,
U54-TMA-9_sceneH07_cell3230.0,,8.0,
U54-TMA-9_sceneH07_cell3234.0,,0.0,
U54-TMA-9_sceneH07_cell3256.0,,0.0,
U54-TMA-9_sceneH07_cell3278.0,,0.0,0.0
U54-TMA-9_sceneH07_cell3343.0,3.0,,
U54-TMA-9_sceneH07_cell3374.0,,0.0,
U54-TMA-9_sceneH07_cell3423.0,,0.0,
U54-TMA-9_sceneH07_cell3445.0,3.0,,
U54-TMA-9_sceneH07_cell3474.0,,0.0,
U54-TMA-9_sceneH07_cell3509.0,,0.0,
U54-TMA-9_sceneH07_cell3546.0,,1.0,
U54-TMA-9_sceneH07_cell3564.0,,0.0,
U54-TMA-9_sceneH07_cell3770.0,,3.0,
U54-TMA-9_sceneH07_cell3781.0,,2.0,
U54-TMA-9_sceneH07_cell3789.0,,2.0,
U54-TMA-9_sceneH07_cell3849.0,,0.0,
U54-TMA-9_sceneH07_cell3862.0,,0.0,
U54-TMA-9_sceneH07_cell3923.0,0.0,0.0,
U54-TMA-9_sceneH07_cell3946.0,,0.0,
U54-TMA-9_sceneH07_cell3960.0,,1.0,
U54-TMA-9_sceneH07_cell3986.0,,15.0,
U54-TMA-9_sceneH07_cell3991.0,,4.0,
U54-TMA-9_sceneH07_cell3993.0,0.0,0.0,
U54-TMA-9_sceneH07_cell4002.0,,1.0,
U54-TMA-9_sceneH07_cell4123.0,,0.0,
U54-TMA-9_sceneH07_cell4168.0,1.0,,
U54-TMA-9_sceneH07_cell4227.0,2.0,,
U54-TMA-9_sceneH07_cell4436.0,1.0,,
U54-TMA-9_sceneH07_cell4444.0,,0.0,
U54-TMA-9_sceneH07_cell4496.0,,1.0,
U54-TMA-9_sceneH07_cell4502.0,,0.0,
U54-TMA-9_sceneH07_cell4574.0,,18.0,
U54-TMA-9_sceneH07_cell4643.0,,0.0,
U54-TMA-9_sceneH07_cell4686.0,,0.0,
U54-TMA-9_sceneH07_cell4731.0,,0.0,
U54-TMA-9_sceneH07_cell4778.0,,0.0,
U54-TMA-9_sceneH07_cell4798.0,,1.0,
U54-TMA-9_sceneH07_cell4813.0,,0.0,
U54-TMA-9_sceneH07_cell4831.0,1.0,,
U54-TMA-9_sceneH07_cell4855.0,,0.0,
U54-TMA-9_sceneH07_cell4868.0,,0.0,
U54-TMA-9_sceneH07_cell4997.0,,0.0,
U54-TMA-9_sceneH07_cell5013.0,,16.0,
U54-TMA-9_sceneH07_cell5069.0,,0.0,
U54-TMA-9_sceneH07_cell5128.0,,0.0,
U54-TMA-9_sceneH07_cell5129.0,,0.0,
U54-TMA-9_sceneH07_cell5133.0,,1.0,
U54-TMA-9_sceneH07_cell5150.0,,,0.0
U54-TMA-9_sceneH07_cell5168.0,,0.0,
U54-TMA-9_sceneH07_cell5176.0,,0.0,
U54-TMA-9_sceneH07_cell5180.0,,1.0,
U54-TMA-9_sceneH07_cell5190.0,,0.0,
U54-TMA-9_sceneH07_cell5203.0,9.0,,
U54-TMA-9_sceneH07_cell5236.0,,0.0,
U54-TMA-9_sceneH07_cell5238.0,,0.0,
U54-TMA-9_sceneH07_cell5239.0,,1.0,
U54-TMA-9_sceneH07_cell5253.0,,0.0,
U54-TMA-9_sceneH07_cell5262.0,,0.0,
U54-TMA-9_sceneH07_cell5274.0,,0.0,
U54-TMA-9_sceneH07_cell5288.0,,0.0,
U54-TMA-9_sceneH07_cell5391.0,,0.0,
U54-TMA-9_sceneH07_cell5416.0,,0.0,
U54-TMA-9_sceneH07_cell5581.0,,2.0,
U54-TMA-9_sceneH07_cell5608.0,0.0,,
U54-TMA-9_sceneH07_cell5617.0,,2.0,
U54-TMA-9_sceneH07_cell5659.0,,0.0,
U54-TMA-9_sceneH07_cell5667.0,,0.0,
U54-TMA-9_sceneH07_cell5730.0,,0.0,
U54-TMA-9_sceneH07_cell5740.0,,0.0,
U54-TMA-9_sceneH07_cell5809.0,,0.0,
U54-TMA-9_sceneH07_cell5851.0,0.0,,
U54-TMA-9_sceneH07_cell5924.0,,0.0,
U54-TMA-9_sceneH07_cell6044.0,,,0.0
U54-TMA-9_sceneH07_cell6219.0,,0.0,
U54-TMA-9_sceneH07_cell6223.0,,0.0,
U54-TMA-9_sceneH07_cell6286.0,,0.0,
U54-TMA-9_sceneH07_cell6387.0,,0.0,
U54-TMA-9_sceneH07_cell6444.0,,0.0,
U54-TMA-9_sceneH07_cell6473.0,,0.0,
U54-TMA-9_sceneH07_cell6534.0,,5.0,
U54-TMA-9_sceneH07_cell6543.0,,0.0,
U54-TMA-9_sceneH07_cell6617.0,,0.0,
U54-TMA-9_sceneH07_cell6635.0,,9.0,
U54-TMA-9_sceneH07_cell6644.0,,0.0,
U54-TMA-9_sceneH07_cell6674.0,,1.0,
U54-TMA-9_sceneH07_cell6891.0,2.0,,
U54-TMA-9_sceneH07_cell7088.0,,0.0,
U54-TMA-9_sceneH07_cell7130.0,,0.0,
U54-TMA-9_sceneH07_cell7139.0,3.0,,
U54-TMA-9_sceneH07_cell7153.0,,0.0,
U54-TMA-9_sceneH07_cell7165.0,,0.0,
U54-TMA-9_sceneH07_cell7301.0,,0.0,
U54-TMA-9_sceneH07_cell7317.0,,1.0,0.0
U54-TMA-9_sceneH07_cell7346.0,,0.0,
U54-TMA-9_sceneH07_cell7347.0,,1.0,
U54-TMA-9_sceneH07_cell7356.0,,0.0,
U54-TMA-9_sceneH07_cell7360.0,,1.0,
U54-TMA-9_sceneH07_cell7408.0,,0.0,
U54-TMA-9_sceneH07_cell7540.0,1.0,,
U54-TMA-9_sceneH07_cell7675.0,2.0,,
U54-TMA-9_sceneH07_cell7888.0,,0.0,
U54-TMA-9_sceneH07_cell7927.0,,0.0,
U54-TMA-9_sceneH07_cell7930.0,,0.0,
U54-TMA-9_sceneH07_cell8014.0,,,0.0
U54-TMA-9_sceneH07_cell8018.0,1.0,,
U54-TMA-9_sceneH07_cell8051.0,,,0.0
U54-TMA-9_sceneH07_cell8265.0,,0.0,
U54-TMA-9_sceneH07_cell8317.0,,0.0,0.0
U54-TMA-9_sceneH07_cell8320.0,,0.0,
U54-TMA-9_sceneH07_cell8338.0,,0.0,
U54-TMA-9_sceneH07_cell8340.0,,0.0,
